
 1, 0, 1,0.15974,35.8201,   44864,0.16308
 2, 0, 1,0.15954,36.0565,   39384,0.14312
 3, 0, 2,0.02007,34.7223,    1328,0.00452
 4, 0, 2,0.02017,34.9149,    1552,0.00533
 5, 0, 2,0.02031,35.1481,    1376,0.00469
 6, 0, 2,0.02041,35.1837,    1752,0.00606
 7, 0, 1,0.16442,36.0480,   47104,0.17124
 8, 0, 1,0.16395,36.2988,   48192,0.17520
 9, 0, 2,0.02039,35.1289,    2104,0.00734
10, 0, 2,0.02049,35.3065,    2184,0.00763
11, 0, 2,0.02063,35.2545,    2808,0.00991
12, 0, 2,0.02071,35.1591,    3144,0.01113
 0, 1, 1,0.16662,36.0789,   43744,0.15921
 1, 1, 2,0.02090,35.4475,   10648,0.03867
 2, 1, 2,0.02069,35.6382,   16712,0.06075
 3, 1, 3,0.01014,34.7420,     752,0.00262
 4, 1, 3,0.01017,34.6856,     768,0.00268
 5, 1, 3,0.01022,34.4807,     864,0.00303
 6, 1, 3,0.01026,34.6228,    1040,0.00367
 7, 1, 2,0.02060,35.3532,   13808,0.05017
 8, 1, 2,0.02025,36.0581,   26760,0.09735
 9, 1, 3,0.00971,35.0617,    1128,0.00399
10, 1, 3,0.00973,34.9716,    1248,0.00443
11, 1, 3,0.00976,34.3407,    2128,0.00763
12, 1, 3,0.00978,34.6597,    2200,0.00790
 0, 2, 1,0.15672,36.1868,   48176,0.17535
 1, 2, 2,0.01935,35.2432,    8200,0.02975
 2, 2, 2,0.01919,38.7866,   12712,0.04618
 3, 2, 3,0.00944,35.1878,     992,0.00350
 4, 2, 3,0.00946,35.0766,    1136,0.00402
 5, 2, 3,0.00950,34.4109,    1816,0.00650
 6, 2, 3,0.00953,34.1425,    5920,0.02145
 7, 2, 2,0.01891,35.2276,   12440,0.04519
 8, 2, 2,0.01852,39.0754,   12456,0.04525
 9, 2, 3,0.00910,35.3016,    1360,0.00484
10, 2, 3,0.00911,35.1977,    1400,0.00498
11, 2, 3,0.00915,34.3430,    5016,0.01815
12, 2, 3,0.00909,33.8594,    8512,0.03089
 0, 3, 2,0.01789,35.4188,    1048,0.00370
 1, 3, 3,0.00905,35.2778,     784,0.00274
 2, 3, 3,0.00908,35.4005,     920,0.00323
 3, 3, 4,0.00457,33.6706,     248,0.00079
 4, 3, 4,0.00457,34.0688,     320,0.00105
 5, 3, 4,0.00458,34.2951,     312,0.00102
 6, 3, 4,0.00460,34.4304,     304,0.00099
 7, 3, 3,0.00923,35.5011,    1088,0.00385
 8, 3, 3,0.00928,35.3453,    2200,0.00790
 9, 3, 4,0.00463,34.6113,     560,0.00192
10, 3, 4,0.00464,34.7922,     552,0.00189
11, 3, 4,0.00466,34.4405,     592,0.00204
12, 3, 4,0.00467,34.3046,     816,0.00286
 0, 4, 2,0.01867,35.6300,    1664,0.00594
 1, 4, 3,0.00945,35.4080,    1352,0.00481
 2, 4, 3,0.00947,35.4790,    1176,0.00417
 3, 4, 4,0.00477,34.2380,     448,0.00152
 4, 4, 4,0.00476,34.4013,     512,0.00175
 5, 4, 4,0.00477,34.5027,     520,0.00178
 6, 4, 4,0.00479,34.5224,     672,0.00233
 7, 4, 3,0.00962,35.3198,    1464,0.00522
 8, 4, 3,0.00966,35.6906,    2096,0.00752
 9, 4, 4,0.00482,34.9782,     832,0.00291
10, 4, 4,0.00483,34.9735,     848,0.00297
11, 4, 4,0.00484,34.4636,     904,0.00318
12, 4, 4,0.00486,34.3047,    1080,0.00382
 0, 5, 2,0.01945,35.4091,    2040,0.00731
 1, 5, 3,0.00983,34.9592,    1992,0.00714
 2, 5, 3,0.00983,34.8502,    5728,0.02075
 3, 5, 4,0.00488,34.4718,     456,0.00154
 4, 5, 4,0.00487,34.4795,     640,0.00221
 5, 5, 4,0.00489,34.2663,     856,0.00300
 6, 5, 4,0.00490,34.5422,    1256,0.00446
 7, 5, 3,0.00982,34.8169,    3024,0.01090
 8, 5, 3,0.00982,34.8942,    7632,0.02768
 9, 5, 4,0.00482,34.7991,    1056,0.00373
10, 5, 4,0.00483,34.5629,     952,0.00335
11, 5, 4,0.00484,34.2482,    2056,0.00737
12, 5, 4,0.00483,34.7241,    1680,0.00600
 0, 6, 2,0.01926,35.2102,    3176,0.01145
 1, 6, 3,0.00972,34.8344,    2328,0.00836
 2, 6, 3,0.00971,34.6628,   11160,0.04053
 3, 6, 4,0.00473,34.5085,     992,0.00350
 4, 6, 4,0.00471,34.4520,    1032,0.00364
 5, 6, 4,0.00472,34.4884,    1352,0.00481
 6, 6, 4,0.00472,34.5570,    1552,0.00554
 7, 6, 3,0.00946,34.8432,    2456,0.00883
 8, 6, 3,0.00947,34.3159,   11688,0.04245
 9, 6, 4,0.00456,34.5993,    1096,0.00388
10, 6, 4,0.00457,34.5269,    1240,0.00440
11, 6, 4,0.00457,34.4537,    1360,0.00484
12, 6, 4,0.00458,34.6245,    2136,0.00766
 0, 7, 1,0.14625,35.4682,   37448,0.13628
 1, 7, 2,0.01851,34.7992,    6472,0.02346
 2, 7, 2,0.01834,35.0619,    9112,0.03307
 3, 7, 3,0.00902,34.7532,    1576,0.00562
 4, 7, 3,0.00904,34.6457,    1904,0.00682
 5, 7, 3,0.00907,34.7582,    1952,0.00699
 6, 7, 3,0.00911,34.7351,    2216,0.00795
 7, 7, 2,0.01826,34.9780,    6008,0.02177
 8, 7, 2,0.01811,35.0805,   10128,0.03677
 9, 7, 3,0.00884,34.9992,    1888,0.00676
10, 7, 3,0.00884,34.8730,    1880,0.00673
11, 7, 3,0.00888,34.7915,    2696,0.00970
12, 7, 3,0.00888,34.7132,    2744,0.00988
 0, 8, 1,0.14197,36.0449,   35032,0.12748
 1, 8, 2,0.01826,34.9758,    8072,0.02928
 2, 8, 2,0.01778,37.9582,   11784,0.04280
 3, 8, 3,0.00845,35.3362,    1720,0.00615
 4, 8, 3,0.00847,35.1254,    1792,0.00641
 5, 8, 3,0.00852,34.6385,    4072,0.01471
 6, 8, 3,0.00840,34.3117,    7136,0.02587
 7, 8, 2,0.01609,34.7665,    6816,0.02471
 8, 8, 2,0.01561,37.6956,    9320,0.03383
 9, 8, 3,0.00744,35.2892,    1656,0.00591
10, 8, 3,0.00745,35.0643,    1624,0.00580
11, 8, 3,0.00750,34.3926,    5336,0.01932
12, 8, 3,0.00722,33.9347,    8472,0.03074
 0, 9, 2,0.01329,35.1886,     920,0.00323
 1, 9, 3,0.00692,35.0694,     800,0.00280
 2, 9, 3,0.00700,35.4064,     960,0.00338
 3, 9, 4,0.00358,34.5547,     832,0.00291
 4, 9, 4,0.00357,34.5658,     552,0.00189
 5, 9, 4,0.00359,34.7999,     656,0.00227
 6, 9, 4,0.00361,34.9390,     752,0.00262
 7, 9, 3,0.00727,35.3141,    1000,0.00353
 8, 9, 3,0.00739,35.4950,    1480,0.00527
 9, 9, 4,0.00371,34.8196,     832,0.00291
10, 9, 4,0.00373,34.9077,     920,0.00323
11, 9, 4,0.00374,34.9354,    1008,0.00355
12, 9, 4,0.00374,34.7821,    1136,0.00402
 0,10, 2,0.01478,35.0868,    1232,0.00437
 1,10, 3,0.00785,34.9049,    1352,0.00481
 2,10, 3,0.00791,35.1603,    1232,0.00437
 3,10, 4,0.00406,34.5919,     984,0.00347
 4,10, 4,0.00405,34.5921,     944,0.00332
