
 1, 0, 1,0.01491,30.4607,   12016,0.01138
 2, 0, 1,0.01531,30.2233,   12584,0.01192
 3, 0, 2,0.00098,29.9364,    1352,0.00121
 4, 0, 3,0.00010,29.6599,    1352,0.00121
 5, 0, 3,0.00010,30.0734,     992,0.00086
 6, 0, 2,0.00096,29.8683,    1064,0.00093
 7, 0, 3,0.00010,29.6490,    1112,0.00098
 8, 0, 3,0.00010,29.5425,    1088,0.00095
 9, 0, 1,0.01523,30.4399,   10888,0.01030
10, 0, 1,0.01599,30.3202,   13296,0.01260
11, 0, 2,0.00103,29.9213,    1248,0.00111
12, 0, 3,0.00010,29.6480,    1256,0.00111
13, 0, 3,0.00010,30.1768,    1040,0.00091
14, 0, 2,0.00101,29.9450,    1136,0.00100
15, 0, 3,0.00010,29.8091,    1024,0.00089
16, 0, 3,0.00010,29.8019,    1072,0.00094
 0, 1, 1,0.01593,30.6616,    9424,0.00896
 1, 1, 2,0.00109,30.1468,    4272,0.00404
 2, 1, 2,0.00105,29.9799,    4680,0.00443
 3, 1, 3,0.00015,29.1383,     776,0.00071
 4, 1, 4,0.00017,28.6592,     800,0.00073
 5, 1, 4,0.00017,29.6134,     552,0.00050
 6, 1, 3,0.00018,29.4055,     560,0.00050
 7, 1, 4,0.00018,28.9479,     600,0.00054
 8, 1, 4,0.00018,29.1460,     632,0.00057
 9, 1, 2,0.00095,30.1663,    4872,0.00462
10, 1, 2,0.00090,30.0649,    5176,0.00491
11, 1, 3,0.00016,29.3606,     712,0.00065
12, 1, 4,0.00017,28.8114,     824,0.00076
13, 1, 4,0.00017,29.7836,     544,0.00049
14, 1, 3,0.00018,29.3398,     608,0.00055
15, 1, 4,0.00019,29.1311,     584,0.00053
16, 1, 4,0.00019,29.3703,     560,0.00050
 0, 2, 1,0.01258,30.3681,    8928,0.00848
 1, 2, 2,0.00087,29.5004,    2192,0.00206
 2, 2, 2,0.00084,29.3783,    3416,0.00323
 3, 2, 3,0.00016,28.9625,     752,0.00069
 4, 2, 4,0.00017,28.4966,     904,0.00083
 5, 2, 4,0.00018,29.6090,     528,0.00047
 6, 2, 3,0.00018,29.0574,     496,0.00044
 7, 2, 4,0.00019,28.8265,     752,0.00069
 8, 2, 4,0.00019,28.8839,     656,0.00060
 9, 2, 2,0.00072,29.6388,    2896,0.00273
10, 2, 2,0.00068,29.4220,    3464,0.00327
11, 2, 3,0.00016,29.0645,     792,0.00072
12, 2, 4,0.00018,28.4338,     768,0.00070
13, 2, 4,0.00018,29.4614,     544,0.00049
14, 2, 3,0.00019,29.1956,     704,0.00064
15, 2, 4,0.00019,28.6638,     560,0.00050
16, 2, 4,0.00019,28.7305,     616,0.00056
 0, 3, 2,0.00054,30.6573,    1200,0.00111
 1, 3, 3,0.00014,29.9835,     712,0.00065
 2, 3, 3,0.00015,29.8558,     864,0.00079
 3, 3, 4,0.00017,29.1542,     600,0.00054
 4, 3, 5,0.00018,28.8620,     752,0.00069
 5, 3, 5,0.00018,29.8582,     592,0.00053
 6, 3, 4,0.00019,29.3995,     720,0.00066
 7, 3, 5,0.00019,29.0067,     696,0.00063
 8, 3, 5,0.00019,29.1543,     584,0.00053
 9, 3, 3,0.00014,29.9430,     768,0.00070
10, 3, 3,0.00016,29.9590,     720,0.00066
11, 3, 4,0.00017,29.1720,     664,0.00060
12, 3, 5,0.00018,28.8284,     592,0.00053
13, 3, 5,0.00018,29.6213,     608,0.00055
14, 3, 4,0.00019,29.0424,     688,0.00063
15, 3, 5,0.00019,29.0205,     704,0.00064
16, 3, 5,0.00019,29.2485,     616,0.00056
 0, 4, 3,0.00014,30.3177,     672,0.00061
 1, 4, 4,0.00014,29.2317,     608,0.00055
 2, 4, 4,0.00016,29.2236,     600,0.00054
 3, 4, 5,0.00017,29.0397,     688,0.00063
 4, 4, 6,0.00018,28.4666,     736,0.00067
 5, 4, 6,0.00019,29.4052,     624,0.00056
 6, 4, 5,0.00019,28.8677,     624,0.00056
 7, 4, 6,0.00019,28.3125,     688,0.00063
 8, 4, 6,0.00019,28.8974,     704,0.00064
 9, 4, 4,0.00015,29.3949,     696,0.00063
10, 4, 4,0.00016,29.4114,     592,0.00053
11, 4, 5,0.00017,28.7790,     672,0.00061
12, 4, 6,0.00018,28.5927,     720,0.00066
13, 4, 6,0.00019,29.4636,     680,0.00062
14, 4, 5,0.00019,28.8743,     664,0.00060
15, 4, 6,0.00019,28.6473,     800,0.00073
16, 4, 6,0.00019,28.6172,     632,0.00057
 0, 5, 3,0.00010,30.6672,     272,0.00023
 1, 5, 4,0.00010,29.7650,     384,0.00034
 2, 5, 4,0.00010,29.2815,     400,0.00035
 3, 5, 5,0.00010,29.0885,     432,0.00038
 4, 5, 6,0.00010,29.0882,     416,0.00037
 5, 5, 6,0.00010,29.7626,     624,0.00056
 6, 5, 5,0.00010,29.1434,     704,0.00064
 7, 5, 6,0.00010,29.1135,     680,0.00062
 8, 5, 6,0.00010,28.8233,     536,0.00048
 9, 5, 4,0.00010,29.5404,     384,0.00034
10, 5, 4,0.00010,29.7385,     424,0.00037
11, 5, 5,0.00010,29.4747,     504,0.00045
12, 5, 6,0.00010,29.0551,     496,0.00044
13, 5, 6,0.00010,29.6274,     512,0.00046
14, 5, 5,0.00010,29.2065,     536,0.00048
15, 5, 6,0.00010,29.1628,     448,0.00040
16, 5, 6,0.00010,29.2719,     512,0.00046
 0, 6, 2,0.00013,30.4372,     264,0.00022
 1, 6, 3,0.00016,29.6456,     352,0.00031
 2, 6, 3,0.00018,29.5468,     440,0.00039
 3, 6, 4,0.00019,29.2388,     600,0.00054
 4, 6, 5,0.00021,28.6442,     552,0.00050
 5, 6, 5,0.00022,29.4206,     608,0.00055
 6, 6, 4,0.00022,29.1391,     448,0.00040
 7, 6, 5,0.00022,28.6234,     712,0.00065
 8, 6, 5,0.00022,28.8284,     600,0.00054
 9, 6, 3,0.00016,29.5723,     352,0.00031
10, 6, 3,0.00018,29.4610,     376,0.00033
11, 6, 4,0.00019,29.1653,     656,0.00060
12, 6, 5,0.00021,28.8324,     536,0.00048
13, 6, 5,0.00022,29.5993,     616,0.00056
14, 6, 4,0.00022,29.2712,     704,0.00064
15, 6, 5,0.00022,28.9370,     600,0.00054
16, 6, 5,0.00022,29.2226,     672,0.00061
 0, 7, 3,0.00013,30.2939,     240,0.00020
 1, 7, 4,0.00016,29.6171,     320,0.00027
 2, 7, 4,0.00018,29.3360,     384,0.00034
 3, 7, 5,0.00019,29.1543,     424,0.00037
 4, 7, 6,0.00021,28.7040,     504,0.00045
 5, 7, 6,0.00022,29.4985,     552,0.00050
 6, 7, 5,0.00022,28.9416,     544,0.00049
 7, 7, 6,0.00022,28.6215,     608,0.00055
 8, 7, 6,0.00022,28.9970,     568,0.00051
 9, 7, 4,0.00016,29.6106,     352,0.00031
10, 7, 4,0.00018,29.3005,     344,0.00030
11, 7, 5,0.00019,28.9565,     456,0.00040
12, 7, 6,0.00021,28.4136,     360,0.00031
13, 7, 6,0.00022,29.3844,     568,0.00051
14, 7, 5,0.00022,29.0488,     424,0.00037
15, 7, 6,0.00022,28.6635,     608,0.00055
16, 7, 6,0.00022,29.0659,     608,0.00055
 0, 8, 3,0.00013,30.0940,     200,0.00016
 1, 8, 4,0.00016,28.9201,     368,0.00032
 2, 8, 4,0.00018,28.9652,     360,0.00031
 3, 8, 5,0.00019,28.8142,     432,0.00038
 4, 8, 6,0.00021,28.3728,     376,0.00033
 5, 8, 6,0.00022,29.4234,     520,0.00047
 6, 8, 5,0.00022,29.0978,     560,0.00050
 7, 8, 6,0.00022,28.6214,     432,0.00038
 8, 8, 6,0.00022,28.7980,     512,0.00046
 9, 8, 4,0.00016,29.1577,     408,0.00036
10, 8, 4,0.00018,29.1051,     272,0.00023
11, 8, 5,0.00019,28.8026,     488,0.00043
12, 8, 6,0.00021,28.4956,     512,0.00046
13, 8, 6,0.00022,29.2760,     440,0.00039
14, 8, 5,0.00022,28.8580,     512,0.00046
15, 8, 6,0.00022,28.5400,     512,0.00046
16, 8, 6,0.00022,28.6827,     488,0.00043
 0, 9, 1,0.00014,29.4613,    2088,0.00196
 1, 9, 2,0.00015,28.3820,     960,0.00089
 2, 9, 2,0.00016,28.5381,     968,0.00089
 3, 9, 3,0.00018,28.5774,     872,0.00080
 4, 9, 4,0.00019,28.2865,     888,0.00082
 5, 9, 4,0.00019,28.7719,     560,0.00050
 6, 9, 3,0.00020,28.5362,     720,0.00066
 7, 9, 4,0.00020,28.2522,     744,0.00068
 8, 9, 4,0.00020,28.4103,     784,0.00072
 9, 9, 2,0.00015,28.5077,     816,0.00075
10, 9, 2,0.00017,28.5941,     960,0.00089
11, 9, 3,0.00018,28.7277,     808,0.00074
12, 9, 4,0.00019,28.2505,     936,0.00086
13, 9, 4,0.00020,28.9192,     568,0.00051
14, 9, 3,0.00020,28.4428,     736,0.00067
15, 9, 4,0.00020,28.3328,     728,0.00066
16, 9, 4,0.00020,28.4081,     648,0.00059
 0,10, 1,0.00014,27.8547,    1304,0.00121
 1,10, 2,0.00015,27.1657,    1088,0.00101
 2,10, 2,0.00016,27.3466,    1512,0.00141
 3,10, 3,0.00017,27.5086,    1168,0.00108
 4,10, 4,0.00018,27.5540,    1264,0.00117
 5,10, 4,0.00019,27.5817,     880,0.00081
 6,10, 3,0.00020,27.5215,     888,0.00082
 7,10, 4,0.00020,27.3446,    1032,0.00095
 8,10, 4,0.00020,27.3399,     752,0.00069
 9,10, 2,0.00015,27.4989,    1040,0.00096
10,10, 2,0.00017,27.5217,    1664,0.00156
11,10, 3,0.00018,27.7290,    1024,0.00095
12,10, 4,0.00019,27.5464,    1176,0.00109
13,10, 4,0.00019,27.7018,     792,0.00072
14,10, 3,0.00020,27.6246,     840,0.00077
15,10, 4,0.00020,27.5827,     928,0.00085
16,10, 4,0.00020,27.5138,     784,0.00072
 0,11, 2,0.00014,30.0716,     320,0.00027
 1,11, 3,0.00015,29.1134,     560,0.00050
 2,11, 3,0.00016,29.0966,     512,0.00046
 3,11, 4,0.00017,29.1841,     592,0.00053
 4,11, 5,0.00018,28.7509,     480,0.00043
 5,11, 5,0.00019,29.4808,     496,0.00044
 6,11, 4,0.00019,29.1730,     680,0.00062
 7,11, 5,0.00020,28.8181,     592,0.00053
 8,11, 5,0.00020,28.9463,     592,0.00053
 9,11, 3,0.00015,29.0530,     632,0.00057
10,11, 3,0.00017,29.4344,     504,0.00045
11,11, 4,0.00018,29.0835,     616,0.00056
12,11, 5,0.00019,28.8565,     704,0.00064
13,11, 5,0.00019,29.2647,     592,0.00053
14,11, 4,0.00020,29.2069,     848,0.00078
15,11, 5,0.00020,29.0447,     696,0.00063
16,11, 5,0.00020,29.0358,     656,0.00060
 0,12, 3,0.00014,28.5375,     320,0.00027
 1,12, 4,0.00015,27.7408,     744,0.00068
 2,12, 4,0.00016,28.0638,     696,0.00063
 3,12, 5,0.00018,28.0753,     584,0.00053
 4,12, 6,0.00019,27.8753,     704,0.00064
